大学,政治,英语,数学,计算机
北京林业大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)计算机综合
北京林业大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)计算机综合
北京林业大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)计算机综合
北京林业大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)计算机综合
北京林业大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)计算机综合
北京师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(894)程序设计与数据结构
北京师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(894)程序设计与数据结构
北京师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(805)数据结构（C语言版）
北京师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)数据结构与程序设计
北京师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)数据结构与程序设计
北京师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)数据结构与程序设计
北京师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)数据结构与程序设计
北京师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)数据结构与程序设计
北京师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)数据结构与程序设计
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(822)软件工程
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(822)软件工程
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(822)软件工程
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与计算机网络
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与计算机网络
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与计算机网络
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与计算机网络
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(822)软件工程
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(822)软件工程
中国传媒大学,(101)思想政治理论,(201)英语一,(301)数学一,(822)软件工程
中央民族大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构
中央民族大学,(111)单独考试思想政治理论,(281)单独考试英语,(609)单独考试数学,(856)数据结构
华北电力大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构与操作系统
华北电力大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构与操作系统
华北电力大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构与操作系统
华北电力大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构与操作系统
华北电力大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构与操作系统
中国矿业大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(854)数据结构
中国矿业大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(854)数据结构
中国石油大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)数据结构（I）
中国石油大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)数据结构（I）
中国石油大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)数据结构（I）
中国石油大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)数据结构（I）
中国石油大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)数据结构（I）
中国石油大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)数据结构（I）
中国石油大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)数据结构（I）
中国地质大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)计算机基础
中国地质大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)计算机基础
中国地质大学(北京),(101)思想政治理论,(201)英语一,(301)数学一,(858)计算机基础
中国地质大学(北京),(101)思想政治理论,(201)英语一,(302)数学二,(859)软件工程
中国地质大学(北京),(101)思想政治理论,(201)英语一,(302)数学二,(859)软件工程
中国地质大学(北京),(101)思想政治理论,(201)英语一,(302)数学二,(859)软件工程
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(812)计算机综合基础
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(814)C++与数据结构
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(814)C++与数据结构
南开大学,(101)思想政治理论,(201)英语一,(301)数学一,(814)C++与数据结构
天津大学,(101)思想政治理论,(201)英语一,(301)数学一,(901)数据结构与程序设计
天津大学,(101)思想政治理论,(201)英语一,(301)数学一,(901)数据结构与程序设计
天津大学,(101)思想政治理论,(201)英语一,(302)数学二,(902)软件工程
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
华北电力大学(保定),(101)思想政治理论,(201)英语一,(301)数学一,(821)数据结构与操作系统
河北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(981)计算机专业基础综合
河北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(981)计算机专业基础综合
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)数据结构和计算机组成原理
太原理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构和操作系统
太原理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构和操作系统
太原理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构和操作系统
太原理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构和操作系统
太原理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构和操作系统
太原理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构和操作系统
太原理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构和操作系统
